Time (s),KCGx (g),KCGy (g),KCGz (g),IMSepOutletDp (psid)
423.158,-0.001444,-0.003989,0.003376,34.680199
423.289,0.000401,-0.00425,0.007797,32.507195
423.399,-0.000661,-0.001503,0.007852,34.245357
423.539,-0.000703,-0.003589,0.00463,35.67097
423.669,0.00022,-0.002685,0.001784,36.234969
423.789,-0.000018,-0.002139,-0.001887,33.217601
423.93,-0.000096,-0.003117,-0.004845,34.960703
424.06,0.00007,-0.003482,-0.001193,33.48985
424.17,-0.000816,-0.000566,-0.005357,35.405052
424.32,-0.00019,-0.001109,-0.005632,35.341077
424.44,-0.000509,-0.001995,-0.002329,33.465573
424.56,-0.000972,-0.001802,0.002336,33.800197
424.701,-0.001443,-0.002206,0.000281,34.634658
424.831,-0.001435,-0.001527,-0.001382,34.499311
425.031,-0.00199,-0.000029,0.002417,33.515287
425.151,-0.000621,-0.001296,0.002601,34.848103
425.282,-0.002237,0.001046,0.006575,35.648385
425.412,-0.002072,-0.000862,0.00677,33.50687
425.542,-0.001273,0.000261,0.004488,33.167748
425.662,-0.00191,-0.001887,0.005608,34.664895
425.792,-0.00296,-0.000184,0.00106,35.64296
425.922,-0.001991,0.001665,0.010033,34.099111
426.053,-0.002955,-0.000479,0.002148,33.972482
426.183,-0.001731,-0.002137,0.000133,32.521757
426.313,-0.00234,0.001282,0.001866,33.757485
426.433,-0.003464,-0.005145,0.006042,35.366467
426.563,-0.003497,-0.005868,0.008468,35.320996
426.694,-0.002819,-0.000161,0.004831,34.336161
426.824,-0.004113,-0.000197,0.002324,33.04193
426.954,-0.002209,-0.003102,-0.00243,33.074208
427.084,-0.003829,0.000357,-0.002612,34.82408
427.204,-0.003777,-0.002439,-0.000604,33.146739
427.334,-0.003946,-0.000931,0.00309,33.783548
427.465,-0.003922,-0.000936,-0.000828,34.070892
427.595,-0.003722,-0.000618,-0.006266,35.902084
427.705,-0.003442,-0.001159,-0.003858,33.11525
427.845,-0.004794,-0.000012,-0.002471,34.235989
427.975,-0.003935,-0.002416,0.000627,35.300127
428.086,-0.004231,0.001137,-0.000806,35.343071
428.236,-0.005206,0.000495,-0.000717,35.063611
428.356,-0.004952,0.000337,0.003977,34.577477
428.476,-0.005171,0.000152,0.00689,34.262192
428.616,-0.006199,0.000869,0.008561,35.488204
428.747,-0.005398,0.00026,0.009061,35.575692
429.027,-0.006289,0.001163,0.01123,37.003461
429.137,-0.006169,0.00003,0.013719,34.669
429.287,-0.006757,-0.000613,0.014013,33.497688
429.407,-0.006757,0.000764,0.012888,35.675886
429.528,-0.006967,0.001231,0.012184,35.477885
429.668,-0.007344,-0.000117,0.013788,34.973758
429.798,-0.007551,0.001033,0.014484,34.833587
429.908,-0.007539,0.001425,0.014519,33.36925
430.048,-0.008012,0.000179,0.011989,34.208465
430.179,-0.007712,0.001091,0.00955,32.480413
430.339,-0.008353,0.001363,0.009845,34.482129
430.469,-0.008655,0.000697,0.008595,32.738517
430.599,-0.009041,0.000098,0.007131,33.104584
430.729,-0.008759,0.000986,0.004203,34.121905
430.85,-0.009415,-0.000721,0.000526,33.564446
430.98,-0.009722,0.000178,-0.001306,34.890745
431.11,-0.009376,0.000951,-0.00091,34.906142
431.24,-0.010623,0.000746,-0.001683,35.245102
431.36,-0.009797,0.001282,-0.000532,32.183701
431.49,-0.010185,0.002108,-0.001667,32.145371
431.621,-0.011199,0.000964,0.002767,34.492818
431.751,-0.010728,0.001711,0.006202,34.302469
431.881,-0.011268,0.002591,0.010679,35.260684
432.001,-0.011786,0.000745,0.016201,35.681312
432.121,-0.011443,0.001788,0.019453,33.461376
432.262,-0.012698,0.001624,0.027048,34.493259
432.392,-0.012423,0.001316,0.032112,33.545733
432.502,-0.012599,0.001072,0.039658,34.935243
432.642,-0.013503,0.001863,0.042914,36.152768
432.772,-0.012815,0.001149,0.043647,33.918988
432.892,-0.013156,0.000961,0.044201,35.46112
433.033,-0.014429,0.002078,0.042386,34.780649
433.153,-0.014493,0.002808,0.038367,33.511693
433.333,-0.014654,0.002276,0.029811,34.167469
433.463,-0.015261,0.001873,0.01896,36.550904
433.583,-0.015183,0.00143,0.017539,33.954512
433.714,-0.016698,-0.001289,0.02794,34.409713
433.844,-0.016882,-0.000821,0.047883,32.530939
433.974,-0.017011,-0.003272,0.067647,33.824613
434.094,-0.016134,-0.00294,0.10971,33.370688
434.214,-0.015207,-0.002939,0.147658,34.24807
434.355,-0.013276,-0.002462,0.200496,34.532423
434.485,-0.01164,-0.003119,0.241442,34.041976
434.605,-0.008729,-0.002822,0.298854,33.916159
434.745,-0.003893,-0.003796,0.354145,32.661835
434.865,-0.000189,-0.002814,0.411827,32.40169
435.036,0.006047,-0.002453,0.491317,33.049536
435.156,0.011719,0.000272,0.551971,33.067182
435.286,0.017147,-0.000662,0.618202,33.927127
435.416,0.023574,-0.000361,0.682975,33.600966
435.546,0.029374,0.001667,0.745112,34.539913
435.666,0.03487,0.003084,0.809741,32.902617
435.797,0.038717,0.005805,0.863893,34.253798
435.927,0.042654,0.003267,0.919923,34.590833
436.057,0.046388,0.002183,0.964876,35.276754
436.187,0.049512,0.003874,1.011588,34.306759
436.307,0.054892,0.007564,1.053495,34.981827
436.438,0.058984,0.003825,1.096106,34.357749
436.568,0.062162,-0.001197,1.128693,33.514221
436.698,0.068345,-0.003514,1.164481,33.620931
436.808,0.071251,-0.005813,1.191815,32.032261
436.948,0.07403,-0.007606,1.220017,33.143192
437.078,0.077926,-0.009039,1.237654,33.940159
437.199,0.081644,-0.007767,1.252722,33.631945
437.339,0.083473,-0.008632,1.265268,33.645464
437.459,0.085478,-0.009993,1.2714,33.365239
437.629,0.086777,-0.007811,1.278827,33.900646
437.749,0.088811,-0.00627,1.28178,34.041165
437.89,0.092861,-0.007728,1.284174,33.667701
438.02,0.094058,-0.007383,1.293118,34.127609
438.23,0.094052,-0.005143,1.308017,34.497386
438.35,0.093826,-0.007429,1.308845,34.958686
438.481,0.09396,-0.003898,1.311753,35.068271
438.611,0.09323,-0.004731,1.31805,35.814828
438.741,0.092926,-0.007072,1.329524,34.728616
438.851,0.093421,-0.009189,1.342368,35.288881
438.991,0.093363,-0.0123,1.354097,33.99625
439.121,0.09294,-0.01304,1.361823,33.713033
439.232,0.092682,-0.015768,1.370936,33.465804
439.382,0.093083,-0.014595,1.374595,34.975242
439.502,0.091724,-0.012132,1.382961,33.308196
439.622,0.092095,-0.014132,1.391964,34.72108
439.762,0.090659,-0.014694,1.398182,33.629093
439.893,0.091108,-0.013141,1.404662,34.204755
440.013,0.091096,-0.010191,1.407572,33.347175
440.153,0.091572,-0.006866,1.414909,33.102613
440.283,0.092302,-0.00652,1.423857,34.072561
440.393,0.092466,-0.00587,1.42933,33.706147
440.533,0.092763,-0.003434,1.435008,34.407325
440.664,0.093153,-0.00464,1.442372,33.593361
440.784,0.094111,-0.002576,1.448894,33.542695
440.924,0.094186,-0.000424,1.458977,33.665475
441.044,0.095549,-0.002376,1.465031,35.035113
441.224,0.093869,-0.004867,1.475972,34.469793
441.355,0.091928,-0.007733,1.478022,33.773646
441.485,0.091955,-0.008653,1.480074,34.289275
441.615,0.091188,-0.009884,1.482011,34.821808
441.735,0.089397,-0.01251,1.486514,34.847732
441.865,0.090544,-0.011266,1.485815,33.80022
441.996,0.090146,-0.009314,1.487235,34.521849
442.126,0.088529,-0.012135,1.491703,34.861181
442.246,0.088175,-0.010367,1.486175,34.680478
442.376,0.086211,-0.009676,1.48752,33.68333
442.486,0.085685,-0.011273,1.485697,33.890792
442.636,0.083013,-0.011348,1.48287,34.41544
442.767,0.082199,-0.010491,1.484261,33.354711
442.887,0.08263,-0.007387,1.488015,34.674055
443.017,0.081097,-0.009532,1.491339,35.180988
443.147,0.080634,-0.00828,1.494992,34.540956
443.267,0.081321,-0.007943,1.498645,34.30175
443.408,0.080074,-0.013371,1.502899,33.216002
443.538,0.07968,-0.013609,1.508767,34.717254
443.728,0.078802,-0.020522,1.517992,34.955068
443.848,0.078681,-0.021525,1.524962,35.074323
443.978,0.079299,-0.021909,1.531744,34.232163
444.109,0.078257,-0.023081,1.535049,35.443938
444.239,0.07734,-0.023794,1.53989,34.750945
444.369,0.077199,-0.021024,1.540782,34.438466
444.479,0.077516,-0.020339,1.546223,32.856682
444.619,0.076319,-0.022062,1.554352,34.2221
444.75,0.075283,-0.018553,1.557262,34.754261
444.86,0.074606,-0.015618,1.554629,34.491427
445.01,0.072162,-0.01535,1.555878,35.070706
445.13,0.072418,-0.011031,1.555309,33.541837
445.25,0.071013,-0.008673,1.558036,33.68813
445.39,0.068738,-0.009798,1.563637,35.442848
445.521,0.067455,-0.004696,1.566224,34.637719
445.631,0.066577,-0.003146,1.56531,34.556167
445.771,0.064416,-0.002676,1.563679,33.454234
445.901,0.063784,0.000291,1.56884,34.329622
446.122,0.061543,0.00521,1.576298,33.937631
446.322,0.061977,0.010959,1.587332,33.873725
446.452,0.063394,0.010599,1.595018,35.351303
446.582,0.064386,0.002965,1.602387,34.866212
446.712,0.061611,0.003064,1.612324,34.819164
446.833,0.060782,-0.000894,1.610811,35.306086
446.963,0.058943,-0.005061,1.61082,35.210088
447.093,0.057503,-0.008601,1.609409,33.395545
447.223,0.056798,-0.01046,1.607859,34.511508
447.353,0.054195,-0.020996,1.614084,34.445283
447.473,0.052162,-0.022667,1.604982,36.457433
447.604,0.054283,-0.028017,1.613024,33.674263
447.734,0.050365,-0.037473,1.617798,35.706749
447.864,0.049487,-0.038335,1.618814,36.384971
447.994,0.05072,-0.033563,1.618088,36.345274
448.114,0.047099,-0.04113,1.618126,36.294979
448.245,0.048738,-0.040068,1.616506,34.950918
448.375,0.04624,-0.036108,1.613936,38.17475
448.505,0.046738,-0.037296,1.625564,35.91282
448.635,0.044758,-0.027064,1.625147,35.170182
448.755,0.042465,-0.020107,1.627758,35.713427
448.885,0.04228,-0.013111,1.620302,36.272672
448.996,0.041121,-0.004882,1.623224,34.211457
449.146,0.041608,0.000343,1.630045,35.948065
449.276,0.041557,0.00209,1.620618,34.011438
449.386,0.041126,0.008997,1.635993,36.064353
449.526,0.041949,0.007909,1.63585,35.916484
449.657,0.04118,0.007647,1.649605,35.460935
449.777,0.04005,0.003777,1.653804,35.708674
449.917,0.04069,0.006303,1.663646,35.87194
450.047,0.040026,-0.000076,1.664233,38.474778
450.157,0.037134,-0.005148,1.664239,36.828532
450.298,0.036712,-0.002889,1.66084,36.016817
450.428,0.034602,-0.006484,1.661462,34.866954
450.628,0.034474,-0.006175,1.655104,35.806527
450.748,0.033664,-0.010835,1.647608,35.923023
450.878,0.031139,-0.009001,1.632425,35.997711
451.009,0.027909,-0.009649,1.622991,34.908553
451.139,0.028812,-0.007711,1.603347,35.599019
451.269,0.026222,-0.012483,1.596998,33.701532
451.389,0.025499,-0.010071,1.589726,34.230076
451.519,0.023934,-0.007183,1.580019,35.111795
451.649,0.023089,-0.011129,1.573093,35.562706
451.78,0.021305,-0.009305,1.561531,35.4633
451.91,0.020217,-0.011859,1.552346,34.192489
452.03,0.018905,-0.012606,1.552314,35.812787
452.14,0.019547,-0.012301,1.553221,34.733624
452.29,0.018423,-0.01504,1.548668,35.978604
452.421,0.017934,-0.0132,1.552851,36.567344
452.531,0.018434,-0.014599,1.556433,36.831222
452.681,0.017029,-0.012968,1.563112,34.997317
452.801,0.016608,-0.014357,1.56178,36.718111
452.921,0.016815,-0.013277,1.568925,37.57859
453.061,0.015374,-0.008724,1.572717,35.85114
453.192,0.017272,-0.008205,1.578375,36.515704
453.352,0.017649,-0.004174,1.590739,35.198842
453.472,0.016599,-0.002,1.59226,37.249021
453.602,0.017111,0.000152,1.59825,35.82997
453.732,0.018089,-0.002407,1.603176,37.84852
453.863,0.016815,-0.00108,1.610681,36.508261
453.993,0.016386,-0.002524,1.61886,37.552874
454.113,0.016162,-0.006241,1.617679,35.775896
454.243,0.015117,-0.00704,1.622878,36.214958
454.373,0.014883,-0.009002,1.622295,35.670924
454.504,0.014036,-0.011669,1.617018,36.905863
454.624,0.013995,-0.013443,1.621781,35.833007
454.744,0.014885,-0.012726,1.616536,36.964598
454.884,0.014916,-0.014175,1.60089,36.916066
455.014,0.015479,-0.016732,1.572283,37.542788
455.144,0.015442,-0.019109,1.542208,36.472575
455.265,0.015487,-0.01723,1.51231,36.589164
455.395,0.016955,-0.017739,1.450568,36.261913
455.515,0.016192,-0.012937,1.388428,38.602381
455.655,0.016315,-0.012326,1.311492,36.215282
455.785,0.018629,-0.009839,1.252231,36.860554
455.896,0.020582,-0.006971,1.201931,33.90962
456.036,0.023314,-0.004532,1.171229,36.076387
456.166,0.025489,-0.002189,1.155556,34.562335
456.286,0.031263,-0.000407,1.150709,36.256418
456.426,0.03318,-0.00072,1.166748,36.335906
456.557,0.036278,-0.003337,1.176426,36.492679
456.667,0.03924,-0.005746,1.198027,37.045408
456.817,0.040486,-0.007333,1.223443,37.86809
456.937,0.043495,-0.006352,1.242177,36.516539
457.107,0.045593,-0.008006,1.278794,36.244151
457.258,0.045921,-0.005706,1.327679,36.736522
457.388,0.049345,-0.006812,1.389057,36.96963
457.498,0.051814,-0.007115,1.43692,35.88467
457.638,0.052691,-0.001694,1.490806,34.178159
457.768,0.057703,-0.004195,1.531094,34.982221
457.888,0.055743,-0.001582,1.574531,34.979091
458.029,0.058525,-0.003954,1.615256,36.594079
458.149,0.062108,0.003813,1.634222,35.262887
458.329,0.064115,0.001559,1.667096,36.72945
458.459,0.062798,0.003822,1.688558,36.116873
458.579,0.06531,0.001804,1.692265,35.90744
458.71,0.061647,0.001372,1.701191,36.817147
458.82,0.064685,0.001378,1.706861,36.787721
458.97,0.066132,0.002009,1.717461,37.615667
459.1,0.0632,-0.004332,1.741221,38.379823
459.22,0.065116,-0.004654,1.741072,36.86183
459.351,0.065605,-0.006525,1.746628,36.880867
459.481,0.063415,-0.013577,1.755418,36.236778
459.601,0.064018,-0.014295,1.745457,36.42562
459.741,0.061392,-0.016838,1.759347,36.585825
459.861,0.062305,-0.021732,1.759741,36.772348
459.981,0.062073,-0.018365,1.774267,37.156617
460.122,0.060403,-0.018889,1.779784,37.256209
460.252,0.062978,-0.017838,1.786293,36.31557
460.372,0.061588,-0.01441,1.79672,36.436263
460.512,0.06234,-0.012028,1.783835,34.819535
460.642,0.063548,-0.010448,1.797417,35.179202
460.753,0.062088,-0.00782,1.790804,35.97392
460.893,0.063464,-0.003572,1.797082,36.253589
461.023,0.062459,0.000115,1.794723,36.816845
461.223,0.063222,0.004398,1.789423,35.812208
461.353,0.064089,0.005651,1.797855,36.042115
461.524,0.063391,0.005235,1.795019,35.381215
461.654,0.063256,0.006348,1.7862,37.01422
461.784,0.063356,0.00732,1.789187,36.564237
461.914,0.062755,0.001403,1.785977,36.983265
462.024,0.06161,0.002373,1.787296,36.012412
462.165,0.061318,-0.001271,1.79152,35.577593
462.295,0.062064,-0.002835,1.781458,36.549118
462.405,0.061262,-0.00616,1.78404,36.599204
462.555,0.059921,-0.009134,1.78419,37.479044
462.675,0.059918,-0.010258,1.781571,36.337877
462.795,0.059233,-0.00945,1.775899,37.539194
462.936,0.059045,-0.012896,1.781905,34.837436
463.066,0.060175,-0.013929,1.781266,36.291895
463.236,0.059383,-0.00936,1.779154,36.852184
463.346,0.060142,-0.011672,1.779539,36.961746
463.486,0.061023,-0.010604,1.775707,36.601592
463.617,0.060327,-0.009848,1.786266,36.350236
463.737,0.061178,-0.008302,1.782278,36.042208
463.877,0.060198,-0.006142,1.787025,36.790295
464.007,0.061243,-0.003246,1.779216,36.584456
464.117,0.060595,-0.001348,1.779759,36.462836
464.258,0.060522,-0.002426,1.782822,36.044226
464.388,0.062256,-0.000694,1.781588,34.948877
464.508,0.062609,0.000182,1.785851,34.970535
464.648,0.061524,-0.000293,1.77932,36.717671
464.778,0.062696,-0.000101,1.784162,37.599946
464.888,0.060957,-0.001206,1.780051,37.580561
465.039,0.061916,-0.002691,1.77675,37.148223
465.159,0.062045,-0.002606,1.783231,36.37987
465.279,0.062693,-0.002352,1.774605,35.582393
465.419,0.062049,-0.003316,1.783298,36.82139
465.549,0.062548,-0.004017,1.77963,38.333772
465.73,0.062793,-0.008141,1.783104,36.279814
465.85,0.061929,-0.006723,1.781933,36.860833
465.98,0.06214,-0.009409,1.777491,37.375232
466.11,0.061253,-0.008791,1.781169,36.961329
466.24,0.062982,-0.008776,1.777672,37.1562
466.361,0.063353,-0.007783,1.778167,36.297437
466.491,0.063484,-0.00724,1.783586,37.421005
466.621,0.064843,-0.00657,1.779433,37.111517
466.751,0.063469,-0.002557,1.78215,36.292336
466.881,0.065148,-0.003528,1.780153,35.785611
467.012,0.064718,-0.001121,1.778451,35.614763
467.132,0.064643,-0.001807,1.78282,35.74589
467.262,0.066589,-0.002057,1.787686,34.419985
467.372,0.065879,-0.000247,1.783044,35.763397
467.522,0.065658,0.000175,1.789288,35.63169
467.642,0.06691,-0.000776,1.787152,35.833981
467.763,0.06652,0.00167,1.786055,35.4505
467.903,0.066406,-0.001487,1.781762,36.644072
468.033,0.066577,-0.000086,1.778913,35.228778
468.223,0.068068,-0.004526,1.780594,35.813228
468.353,0.067468,-0.002984,1.778301,36.549999
468.484,0.069006,-0.005543,1.779898,35.694877
468.604,0.069389,-0.003695,1.77896,39.335998
468.734,0.06959,-0.003901,1.782366,34.072584
468.864,0.070341,-0.002104,1.78041,35.583506
468.994,0.069446,-0.002117,1.776475,35.920634
469.125,0.071327,-0.00352,1.778496,37.297993
469.255,0.071722,0.000034,1.777027,36.146577
469.365,0.072174,-0.00063,1.77932,36.258899
469.505,0.072948,-0.002866,1.779554,37.429677
469.635,0.072714,-0.002921,1.779186,37.798086
469.745,0.072846,-0.005957,1.781158,36.687596
469.886,0.074319,-0.003196,1.77001,37.305205
470.016,0.074104,-0.007956,1.774527,37.175121
470.136,0.074155,-0.009308,1.770267,37.369134
470.276,0.074119,-0.009112,1.760229,34.928657
470.406,0.075898,-0.011531,1.760535,36.39893
470.517,0.076614,-0.007845,1.751041,37.089766
470.667,0.07589,-0.010989,1.760325,35.858746
470.787,0.077522,-0.00537,1.747883,35.89318
470.907,0.078759,-0.007396,1.750854,36.479833
471.047,0.078492,-0.006827,1.742088,38.128421
471.178,0.08117,-0.004412,1.744605,35.887429
471.338,0.080475,-0.004079,1.745266,35.421237
471.468,0.080662,-0.000223,1.746777,36.833448
471.588,0.082882,0.000148,1.7439,36.035646
471.718,0.083564,0.005335,1.744148,36.688245
471.848,0.083696,-0.001687,1.742806,36.963624
471.979,0.085193,0.003623,1.734887,37.14398
472.109,0.085493,0.005059,1.742523,36.819234
472.229,0.084817,-0.000211,1.741504,36.748858
472.359,0.086747,0.002843,1.738864,37.809982
472.489,0.085695,-0.00136,1.732711,35.064677
472.62,0.087217,-0.000687,1.737589,35.161533
472.75,0.088206,-0.001088,1.747824,35.889307
472.87,0.087755,-0.002589,1.75065,36.270562
473,0.08943,-0.003817,1.763036,37.074694
473.13,0.090781,-0.002812,1.750226,36.0292
473.261,0.09065,-0.001521,1.756373,35.734737
473.391,0.091176,-0.001356,1.762076,37.162437
473.501,0.091243,-0.000742,1.759414,35.863059
473.641,0.091566,-0.004473,1.759305,36.207677
473.771,0.093029,-0.002241,1.750201,35.729798
473.881,0.092027,-0.005323,1.752162,35.523078
474.032,0.092954,-0.003557,1.74563,36.440831
474.152,0.092736,-0.00445,1.750385,35.664849
474.332,0.094701,-0.004066,1.739872,35.122786
474.462,0.094741,-0.004065,1.739368,35.376577
474.582,0.096335,-0.006486,1.750535,36.458662
474.713,0.095918,-0.00488,1.749142,36.404542
474.843,0.095993,-0.009466,1.746167,36.256603
474.973,0.098345,-0.010606,1.738506,36.722424
475.103,0.097334,-0.009171,1.739459,36.712778
475.223,0.098654,-0.012017,1.743141,36.499125
475.354,0.099254,-0.010454,1.745081,36.699723
475.484,0.099577,-0.009722,1.74116,36.128884
475.594,0.099541,-0.01131,1.737083,36.947509
475.744,0.100803,-0.008662,1.735177,36.761194
475.864,0.102078,-0.007175,1.737402,35.87514
475.994,0.101899,-0.007482,1.746434,37.005455
476.125,0.104271,-0.006514,1.752281,35.945376
476.255,0.104633,-0.010563,1.758328,34.844995
476.365,0.104869,-0.010049,1.767154,35.512528
476.515,0.1067,-0.007093,1.762441,36.171063
476.635,0.105799,-0.00823,1.757542,34.246099
476.756,0.106786,-0.010507,1.752987,34.686553
476.896,0.10903,-0.003341,1.755549,36.144768
477.026,0.107519,-0.007184,1.755796,36.836114
477.136,0.108213,-0.00453,1.759954,35.232557
477.286,0.111157,-0.001643,1.757516,36.081442
477.406,0.112346,0.001745,1.754137,36.053083
477.627,0.111763,0.003695,1.768877,36.020574
477.757,0.116923,0.005918,1.768194,35.295095
477.877,0.113136,0.014393,1.766102,35.469491
478.007,0.121569,0.006831,1.782297,36.447486
478.138,0.115031,0.007474,1.758307,35.766504
478.268,0.120081,0.010496,1.787889,35.764162
478.398,0.120503,0.015991,1.78001,36.140502
478.518,0.120016,0.005679,1.775239,36.158078
478.648,0.121022,0.009507,1.77894,36.618125
478.778,0.122133,0.00202,1.761218,35.665127
478.909,0.122326,-0.00355,1.790852,36.4006
479.019,0.120917,-0.007352,1.778028,36.252661
479.159,0.12184,-0.017394,1.782476,36.751455
479.289,0.121303,-0.017057,1.77272,35.781507
479.399,0.122622,-0.021411,1.769255,34.275386
479.55,0.122573,-0.025475,1.773746,36.949619
479.67,0.121324,-0.025061,1.757867,35.168791
479.79,0.122177,-0.02605,1.755948,35.074555
479.93,0.122972,-0.029152,1.740601,33.961097
480.06,0.125883,-0.032832,1.748738,35.328022
480.17,0.123526,-0.031036,1.745344,35.909968
480.321,0.12745,-0.031129,1.753528,36.89369
480.441,0.129226,-0.02613,1.752122,34.91493
480.721,0.132161,-0.014722,1.74927,34.494279
480.841,0.133766,-0.008321,1.74341,35.905516
480.982,0.133772,-0.000339,1.747006,36.831407
481.112,0.137638,0.002473,1.753696,35.675701
481.242,0.13882,0.000871,1.752294,35.916878
481.362,0.139931,0.009802,1.755751,36.010626
481.492,0.14293,0.007539,1.761482,37.260568
481.613,0.143371,0.00885,1.765538,34.164756
481.753,0.145448,0.009869,1.768504,35.747444
481.883,0.145635,0.011622,1.761982,34.789994
481.993,0.145626,0.011959,1.756937,35.428008
482.133,0.147203,0.011675,1.75332,35.328231
482.263,0.148542,0.008796,1.75271,36.099598
482.424,0.147891,0.002974,1.75589,38.121835
482.554,0.149619,0.000785,1.747531,36.490035
482.684,0.150092,-0.003312,1.744344,35.984378
482.804,0.150332,-0.007675,1.733807,36.173962
482.934,0.150529,-0.011205,1.730429,36.211085
483.065,0.151099,-0.01589,1.732873,34.74552
483.195,0.151532,-0.017729,1.725782,34.646948
483.325,0.152924,-0.018955,1.730321,35.160235
483.445,0.156256,-0.019344,1.733179,34.475288
483.575,0.158868,-0.023715,1.749464,34.759386
483.706,0.161584,-0.026108,1.759782,34.615552
483.836,0.161417,-0.029524,1.759759,34.529919
483.966,0.163868,-0.022959,1.743048,35.095865
484.086,0.165365,-0.024017,1.743648,35.683446
484.206,0.169013,-0.022103,1.742881,35.787582
484.346,0.169657,-0.020828,1.753485,36.814735
484.477,0.173887,-0.022528,1.760795,34.6354
484.587,0.174855,-0.014989,1.760569,35.776406
484.737,0.178427,-0.014792,1.763925,36.972204
484.857,0.182177,-0.014707,1.775267,36.673173
484.977,0.184958,-0.011215,1.792079,36.001421
485.118,0.186882,-0.007459,1.798942,35.007774
485.248,0.189765,-0.005017,1.796575,35.966477
485.528,0.192671,-0.004056,1.773351,34.077871
485.638,0.192611,-0.005011,1.771107,36.349679
485.779,0.190684,-0.002594,1.749784,34.37296
485.909,0.193821,-0.008179,1.748201,36.909342
486.019,0.193704,-0.003855,1.732121,34.767061
486.169,0.194515,-0.00561,1.734248,35.080213
486.289,0.196126,-0.001108,1.733806,34.717926
486.46,0.198232,0.000565,1.734157,34.879615
486.58,0.200621,0.000787,1.74724,34.531797
486.71,0.197647,0.000355,1.739464,33.969375
486.84,0.192356,-0.003507,1.691363,33.936147
486.97,0.180356,0.000339,1.579615,34.664965
487.09,0.163889,-0.001724,1.48596,34.935498
487.221,0.149077,-0.003267,1.366163,31.938721
487.351,0.131945,-0.001626,1.242737,35.768336
487.481,0.115999,-0.000614,1.107936,35.42773
487.611,0.100945,0.002788,0.990133,35.276568
487.731,0.087322,0.003,0.888043,35.154275
487.862,0.076204,0.00731,0.7778,33.788371
487.992,0.066616,0.002363,0.685707,36.965108
488.122,0.058111,0.001289,0.589797,36.460007
488.232,0.052553,0.002018,0.517058,35.777078
488.372,0.045726,-0.001628,0.454127,35.116201
488.502,0.041712,-0.001328,0.402219,35.279953
488.633,0.036737,-0.003815,0.360086,37.300335
488.763,0.035436,-0.004184,0.323705,35.822318
488.893,0.030844,-0.004445,0.293851,36.426083
489.003,0.028501,-0.007946,0.275265,33.540006
489.143,0.026113,-0.005834,0.262569,34.573419
489.274,0.023114,-0.008143,0.250848,36.332126
489.394,0.021398,-0.010671,0.244516,35.301124
489.534,0.019582,-0.008804,0.248718,36.107111
489.664,0.01635,-0.009733,0.253292,33.537733
489.774,0.013789,-0.00948,0.251164,36.338155
489.914,0.012996,-0.010639,0.249707,36.733995
490.045,0.011479,-0.008327,0.23566,36.660304
490.325,0.009219,-0.004001,0.237627,34.452726
490.435,0.007035,-0.002417,0.232913,35.214656
490.575,0.006739,0.000391,0.226926,36.284939
490.706,0.00549,-0.000209,0.215325,34.854526
490.926,0.003834,0.000951,0.201303,35.362618
491.126,0.002972,0.003983,0.180457,36.014638
491.256,0.002437,0.00387,0.156693,34.873261
491.377,0.002376,0.006887,0.124827,33.06528
491.507,0.002604,0.007397,0.10286,34.362804
491.637,0.001936,0.005194,0.08346,34.687434
491.767,0.001659,0.00646,0.075565,35.507589
491.887,0.002,0.00577,0.064423,33.50112
492.017,0.000388,0.002598,0.054636,34.250343
492.148,0.001253,0.000408,0.049467,35.314573
492.278,0.000417,-0.001078,0.042716,35.344624
492.408,-0.000353,0.000262,0.044891,35.084457
492.538,0.000327,-0.000072,0.045607,35.670507
492.648,-0.00081,-0.001414,0.048258,34.95486
492.789,-0.000216,-0.00041,0.051285,33.754285
492.919,-0.000429,-0.000152,0.051457,35.0775
493.029,-0.000384,-0.000664,0.058097,34.353714
493.179,-0.000041,0.000801,0.063397,34.29426
493.299,-0.000509,0.002394,0.069323,34.712662
493.42,-0.00069,0.00265,0.071151,34.401203
493.56,0.000677,0.002568,0.071332,34.660884
493.69,0.000555,0.002189,0.071147,35.615992
493.85,0.00031,0.00271,0.069031,34.815732
493.97,0.000602,0.002815,0.064271,34.181637
494.1,0.000153,0.002644,0.059128,34.674263
494.231,0.000045,0.003258,0.053693,34.264023
494.361,0.000588,0.003718,0.048609,35.620514
494.491,0.000438,0.004868,0.045208,34.785843
494.611,0.001035,0.003467,0.042523,34.731978
494.741,0.001034,0.005052,0.035892,34.798666
494.872,0.001133,0.003582,0.031795,34.804625
495.002,0.001386,0.004024,0.025831,34.115343
495.132,0.001515,0.005679,0.024863,33.745751
495.252,0.000967,0.002974,0.023799,34.020736
495.382,0.001264,0.00444,0.026469,34.402849
495.513,0.001078,0.003987,0.024546,34.948645
495.623,0.000576,0.00484,0.020163,35.883139
495.763,0.001252,0.004869,0.018765,36.261519
495.893,-0.000014,0.00477,0.017545,35.06164
496.053,0.000349,0.003848,0.01683,35.567228
496.183,0.000922,0.002545,0.013074,35.306457
496.314,0.000692,0.001957,0.012925,36.506197
496.434,0.000291,0.001377,0.013457,35.54346
496.564,0.000466,0.000062,0.011765,32.600503
496.694,0.000424,-0.000061,0.012887,32.150542
496.824,0.000496,0.00184,0.009814,32.812138
496.955,0.000646,-0.000899,0.003907,33.456297
