Time GX GY GZ
s m/s^2 m/s^2 m/s^2
539.295 0.68 -0.11 17.68
539.426 0.65 -0.11 17.67
539.546 0.67 -0.14 17.68
539.676 0.65 -0.13 17.61
539.806 0.65 -0.13 17.57
539.936 0.66 -0.14 17.57
540.067 0.65 -0.12 17.55
540.187 0.65 -0.14 17.63
540.317 0.64 -0.15 17.64
540.447 0.63 -0.14 17.69
540.577 0.65 -0.14 17.73
540.697 0.66 -0.10 17.67
540.818 0.66 -0.09 17.76
540.958 0.65 -0.07 17.74
541.088 0.66 -0.04 17.72
541.198 0.65 -0.01 17.71
541.338 0.66 0.03 17.65
541.469 0.65 -0.00 17.67
541.629 0.65 -0.01 17.65
541.759 0.66 -0.00 17.60
541.889 0.65 0.00 17.65
542.009 0.66 -0.04 17.63
542.14 0.65 -0.03 17.70
542.27 0.64 -0.05 17.59
542.4 0.65 -0.08 17.57
542.53 0.62 -0.05 17.52
542.65 0.65 -0.08 17.56
542.78 0.63 -0.06 17.61
542.911 0.64 -0.05 17.54
543.041 0.64 -0.08 17.59
543.171 0.64 -0.08 17.51
543.291 0.64 -0.08 17.56
543.411 0.64 -0.08 17.54
543.552 0.65 -0.08 17.52
543.682 0.64 -0.04 17.53
543.792 0.67 -0.05 17.54
543.932 0.65 -0.08 17.62
544.062 0.65 -0.05 17.60
544.223 0.66 -0.06 17.54
544.353 0.66 -0.06 17.50
544.483 0.65 -0.05 17.52
544.613 0.68 -0.04 17.52
544.743 0.64 -0.04 17.59
544.874 0.67 -0.03 17.54
544.994 0.68 -0.05 17.57
545.224 0.68 -0.06 17.55
545.334 0.67 -0.02 17.54
545.484 0.68 -0.04 17.54
545.605 0.69 -0.04 17.59
545.725 0.66 0.01 17.60
545.865 0.70 -0.02 17.56
545.995 0.68 -0.03 17.53
546.155 0.68 -0.02 17.49
546.286 0.70 -0.04 17.50
546.406 0.70 -0.03 17.48
546.536 0.70 -0.01 17.53
546.666 0.71 -0.06 17.48
546.796 0.71 -0.08 17.38
546.916 0.71 -0.07 17.35
547.047 0.73 -0.06 17.31
547.177 0.71 -0.12 17.32
547.307 0.72 -0.13 17.37
547.437 0.73 -0.13 17.34
547.547 0.72 -0.15 17.34
547.688 0.73 -0.14 17.32
547.818 0.74 -0.13 17.28
547.948 0.73 -0.10 17.29
548.078 0.77 -0.07 17.27
548.198 0.76 -0.06 17.35
548.318 0.75 -0.04 17.34
548.459 0.78 -0.03 17.36
548.589 0.78 -0.02 17.34
548.729 0.77 -0.00 17.28
548.869 0.79 0.02 17.28
548.999 0.81 0.05 17.21
549.13 0.82 0.06 17.21
549.26 0.82 0.06 17.16
549.39 0.82 0.05 17.11
549.51 0.81 0.03 17.09
549.64 0.83 0.01 17.00
549.771 0.82 0.01 16.96
549.901 0.82 -0.02 16.89
550.031 0.84 -0.03 16.83
550.151 0.82 -0.06 16.86
550.281 0.84 -0.08 16.87
550.411 0.84 -0.10 16.90
550.542 0.82 -0.13 16.86
550.672 0.84 -0.13 16.87
550.792 0.84 -0.14 16.80
550.912 0.85 -0.15 16.84
551.052 0.87 -0.14 16.92
551.183 0.88 -0.14 16.98
551.343 0.87 -0.13 17.15
551.463 0.90 -0.12 17.24
551.593 0.91 -0.12 17.38
551.723 0.91 -0.10 17.53
551.854 0.93 -0.07 17.47
551.984 0.94 -0.06 17.54
552.104 0.95 -0.03 17.55
552.234 0.96 0.02 17.63
552.364 0.96 0.02 17.58
552.494 0.97 0.06 17.61
552.625 0.97 0.04 17.52
552.735 0.97 0.03 17.51
552.875 0.98 0.04 17.49
553.005 0.98 0.04 17.37
553.115 0.98 -0.00 17.38
553.266 0.99 -0.01 17.23
553.386 0.98 0.00 17.23
553.506 0.98 -0.03 17.18
553.646 0.99 -0.01 17.10
553.776 0.98 -0.02 17.14
553.937 1.00 -0.00 17.11
554.057 1.00 -0.04 17.23
554.187 1.01 -0.05 17.22
554.317 1.02 -0.06 17.28
554.447 1.03 -0.11 17.38
554.577 1.04 -0.10 17.42
554.698 1.04 -0.12 17.54
554.828 1.05 -0.11 17.47
554.958 1.06 -0.10 17.50
555.088 1.08 -0.05 17.42
555.208 1.08 -0.05 17.51
555.339 1.09 0.00 17.53
555.469 1.10 0.05 17.46
555.599 1.11 0.05 17.48
555.709 1.12 0.07 17.43
555.859 1.13 0.04 17.49
555.979 1.13 0.05 17.54
556.1 1.14 0.03 17.54
556.24 1.15 -0.02 17.51
556.37 1.14 -0.02 17.56
556.53 1.16 -0.07 17.58
556.65 1.16 -0.07 17.54
556.781 1.17 -0.09 17.53
556.911 1.18 -0.12 17.45
557.041 1.18 -0.13 17.43
557.171 1.18 -0.13 17.39
557.291 1.18 -0.18 17.41
557.422 1.19 -0.20 17.32
557.552 1.20 -0.19 17.34
557.682 1.22 -0.22 17.34
557.812 1.22 -0.23 17.47
557.932 1.24 -0.25 17.54
558.062 1.26 -0.24 17.58
558.193 1.25 -0.22 17.48
558.303 1.27 -0.17 17.38
558.453 1.27 -0.15 17.24
558.573 1.28 -0.13 17.20
558.693 1.30 -0.12 17.29
558.834 1.31 -0.07 17.31
558.964 1.33 -0.06 17.38
559.134 1.35 0.01 17.33
559.264 1.35 0.08 17.29
559.384 1.37 0.10 17.34
559.515 1.39 0.15 17.29
559.625 1.41 0.16 17.37
559.775 1.42 0.14 17.38
559.905 1.43 0.13 17.44
560.015 1.45 0.12 17.46
560.155 1.44 0.11 17.49
560.286 1.44 0.04 17.44
560.446 1.45 0.03 17.30
560.576 1.46 -0.03 17.20
560.696 1.45 -0.07 17.12
560.826 1.45 -0.11 17.02
560.957 1.45 -0.15 16.94
561.087 1.45 -0.15 16.88
561.207 1.46 -0.19 16.88
561.337 1.46 -0.23 16.91
561.447 1.48 -0.24 16.97
561.598 1.50 -0.25 16.98
561.718 1.53 -0.22 17.03
561.838 1.56 -0.20 17.11
561.978 1.58 -0.15 17.16
562.108 1.61 -0.13 17.22
562.329 1.65 -0.07 17.34
562.529 1.70 -0.08 17.42
562.649 1.71 -0.11 17.52
562.779 1.74 -0.09 17.52
562.909 1.75 -0.08 17.48
563.04 1.76 -0.08 17.44
563.17 1.77 -0.10 17.48
563.29 1.79 -0.09 17.48
563.42 1.81 -0.09 17.48
563.55 1.81 -0.05 17.39
563.681 1.82 -0.06 17.33
563.811 1.82 -0.08 17.20
563.931 1.80 -0.08 17.01
564.061 1.81 -0.10 16.89
564.191 1.80 -0.13 16.72
564.321 1.80 -0.16 16.66
564.442 1.82 -0.17 16.65
564.572 1.83 -0.15 16.64
564.702 1.84 -0.17 16.67
564.812 1.87 -0.10 16.67
564.962 1.88 -0.13 16.71
565.083 1.88 -0.08 16.66
565.203 1.83 -0.07 16.30
565.343 1.72 -0.04 15.25
565.473 1.59 0.05 14.43
565.593 1.42 0.02 13.27
565.733 1.26 0.07 12.00
565.864 1.11 0.07 10.81
565.974 0.98 0.08 9.70
566.114 0.86 0.08 8.81
566.244 0.73 0.05 7.82
566.364 0.65 0.09 6.93
566.505 0.58 0.08 6.02
566.635 0.52 0.03 5.33
566.745 0.44 0.02 4.68
566.885 0.39 -0.05 4.22
567.015 0.35 -0.09 3.72
567.136 0.32 -0.15 3.36
567.276 0.30 -0.14 3.12
567.406 0.27 -0.16 2.95
567.516 0.21 -0.15 3.01
567.656 0.22 -0.14 2.84
567.786 0.19 -0.14 2.75
567.947 0.15 -0.19 2.53
568.077 0.14 -0.12 2.25
568.207 0.13 -0.15 2.16
568.337 0.10 -0.16 1.89
568.457 0.12 -0.10 1.80
568.588 0.09 -0.08 1.67
568.718 0.09 -0.00 1.69
568.848 0.08 0.01 1.71
568.978 0.06 0.01 1.63
569.108 0.05 0.01 1.64
569.229 0.05 0.06 1.54
569.359 0.04 0.13 1.44
569.489 0.05 0.07 1.44
569.619 0.02 0.13 1.28
569.749 0.03 0.11 1.34
569.869 0.01 0.07 1.28
570.0 0.01 0.11 1.18
570.11 0.01 0.07 1.03
570.26 0.01 0.06 0.95
570.39 0.01 0.06 0.91
570.5 0.01 0.06 0.82
570.641 -0.01 0.02 0.86
570.771 -0.01 0.00 0.82
570.891 -0.01 0.00 0.77
571.031 -0.01 -0.02 0.77
571.161 -0.02 -0.02 0.69
571.271 -0.02 0.02 0.62
571.412 -0.00 0.04 0.56
571.542 -0.01 0.02 0.53
571.662 -0.01 0.06 0.49
571.802 -0.01 0.06 0.45
571.922 0.01 0.06 0.38
572.123 0.01 0.07 0.26
572.253 -0.01 0.03 0.19
572.373 0.00 0.05 0.24
572.503 -0.00 0.02 0.18
572.633 0.00 0.00 0.17
572.764 0.01 -0.01 0.09
572.894 0.00 -0.01 0.12
573.024 0.00 -0.02 0.15
573.144 -0.00 -0.03 0.13
573.274 0.00 -0.03 0.13
573.405 0.01 -0.03 0.11
573.535 0.00 -0.04 0.12
573.645 0.01 -0.03 0.13
573.785 0.01 -0.02 0.14
573.915 0.01 -0.04 0.14
574.025 0.01 -0.02 0.14
574.176 0.00 -0.03 0.18
574.306 0.01 -0.04 0.20
574.416 0.01 -0.03 0.19
574.556 0.01 -0.02 0.16
574.686 0.02 -0.01 0.15
574.847 0.01 -0.01 0.17
574.977 0.01 -0.00 0.18
575.107 0.02 0.01 0.21
575.237 0.02 -0.01 0.16
575.357 0.01 0.00 0.15
575.488 0.02 -0.00 0.07
575.618 0.01 -0.00 -0.01
575.748 0.02 0.02 -0.01
575.868 0.03 0.01 -0.04
575.998 0.01 0.01 -0.01
576.128 0.02 0.01 0.04
576.259 0.02 0.01 0.07
576.389 0.01 0.00 0.03
576.509 0.04 0.02 -0.00
576.639 0.01 0.02 -0.02
576.769 0.02 -0.01 0.04
576.9 0.03 -0.01 0.07
577.01 0.02 0.00 0.13
577.15 0.02 -0.03 0.13
577.28 0.01 -0.02 0.16
577.39 0.01 -0.02 0.18
577.54 0.02 -0.03 0.14
577.671 0.02 -0.01 0.16
577.781 0.03 0.02 0.13
577.921 0.01 0.01 0.09
578.051 0.03 0.03 0.08
578.171 0.03 0.06 0.07
578.312 0.01 0.02 0.09
578.442 0.03 0.05 0.10
578.612 0.03 0.02 0.08
578.752 0.03 0.03 0.07
578.882 0.02 0.01 0.09
578.993 0.02 -0.02 0.10
579.143 0.01 -0.01 0.11
579.263 0.02 0.00 0.11
579.383 0.02 -0.01 0.06
579.523 0.02 0.01 0.09
579.654 0.02 0.02 0.07
579.774 0.02 0.01 0.07
579.914 0.02 0.01 0.05
580.044 0.02 0.02 0.01
580.154 0.02 0.01 0.03
580.294 0.02 0.00 0.04
580.425 0.02 0.01 0.03
580.625 0.02 0.01 -0.01
580.755 0.01 -0.00 -0.01
580.925 0.02 0.01 -0.00
581.035 0.02 -0.01 0.00
581.176 0.01 0.00 0.01
581.306 0.02 -0.00 0.02
581.426 0.01 -0.01 0.02
581.566 0.01 -0.00 0.02
581.696 0.01 -0.01 0.03
581.807 0.01 -0.01 -0.01
581.957 0.01 -0.02 -0.02
582.077 0.01 -0.01 -0.01
582.197 0.01 -0.02 -0.01
582.337 0.00 -0.03 -0.01
582.468 0.01 -0.03 -0.04
582.588 0.00 -0.03 -0.01
582.728 0.00 -0.04 -0.02
582.858 0.01 -0.03 -0.02
582.968 -0.00 -0.04 -0.03
583.108 0.01 -0.05 -0.05
583.239 0.00 -0.04 -0.08
583.409 -0.01 -0.06 -0.06
583.549 -0.00 -0.05 -0.03
583.679 -0.01 -0.05 -0.01
583.84 -0.01 -0.06 -0.06
583.97 -0.00 -0.03 -0.09
584.1 -0.00 -0.02 -0.09
584.22 -0.01 -0.03 -0.12
584.35 -0.01 -0.02 -0.19
584.48 -0.00 -0.00 -0.25
584.611 -0.00 -0.01 -0.24
584.731 -0.00 -0.01 -0.19
584.861 -0.01 -0.01 -0.13
584.991 -0.02 -0.03 -0.12
585.121 -0.01 -0.01 -0.14
585.252 -0.01 0.00 -0.19
585.372 -0.02 -0.01 -0.21
585.502 -0.01 0.01 -0.10
585.632 -0.03 -0.01 -0.01
585.762 -0.03 -0.02 -0.01
585.892 -0.02 -0.00 0.01
586.003 -0.03 -0.01 0.03
586.143 -0.03 -0.03 0.12
586.273 -0.04 -0.03 0.09
586.393 -0.05 -0.01 0.07
586.533 -0.03 -0.03 0.01
586.664 -0.04 -0.02 -0.07
586.774 -0.04 -0.02 -0.05
586.914 -0.04 -0.03 -0.07
587.044 -0.05 -0.03 -0.06
587.325 -0.04 -0.01 -0.12
587.435 -0.06 -0.01 -0.08
587.585 -0.05 0.01 -0.10
587.705 -0.05 0.00 -0.09
587.825 -0.06 0.02 -0.12
587.965 -0.05 0.02 -0.11
588.096 -0.06 0.02 -0.06
588.216 -0.06 0.03 -0.04
588.356 -0.07 0.03 -0.00
588.476 -0.07 0.02 -0.06
588.596 -0.06 0.03 -0.08
588.737 -0.07 0.04 -0.06
588.867 -0.08 0.02 -0.03
589.027 -0.08 0.04 -0.04
589.157 -0.08 0.04 -0.08
589.277 -0.08 0.03 -0.08
589.408 -0.08 0.05 -0.08
589.538 -0.09 0.06 -0.06
589.668 -0.09 0.06 -0.07
589.798 -0.09 0.05 -0.09
589.918 -0.09 0.05 -0.09
590.048 -0.09 0.05 -0.10
590.179 -0.10 0.05 -0.09
590.309 -0.10 0.05 -0.09
590.419 -0.10 0.04 -0.08
590.559 -0.10 0.03 0.01
590.689 -0.12 0.01 0.10
590.82 -0.12 0.00 0.17
590.95 -0.12 -0.03 0.14
591.07 -0.12 -0.04 0.10
591.19 -0.14 -0.05 0.12
591.33 -0.14 -0.04 0.28
591.46 -0.13 -0.05 0.48
591.631 -0.14 -0.04 0.95
591.761 -0.13 -0.03 1.40
591.891 -0.09 -0.04 1.93
592.011 -0.07 -0.02 2.39
592.131 -0.03 -0.04 2.89
592.272 -0.00 -0.05 3.25
592.402 0.00 -0.05 3.75
592.512 -0.02 -0.05 4.37
592.652 -0.01 -0.07 4.94
592.782 0.03 -0.10 5.46
592.903 0.07 -0.10 5.95
593.043 0.11 -0.16 6.46
593.173 0.13 -0.14 6.77
593.333 0.21 -0.12 7.32
593.453 0.25 -0.15 7.67
593.584 0.26 -0.12 8.02
593.714 0.28 -0.08 8.46
593.844 0.31 -0.08 8.70
593.974 0.35 -0.07 9.15
594.094 0.36 -0.02 9.46
594.224 0.37 -0.02 9.90
594.355 0.43 -0.03 10.21
594.485 0.47 0.03 10.46
594.605 0.53 0.04 10.81
594.725 0.61 0.04 10.99
594.865 0.67 0.05 11.31
594.996 0.73 0.10 11.52
595.106 0.81 0.11 11.82
595.246 0.80 0.09 11.98
595.376 0.84 0.11 12.10
595.496 0.85 0.10 12.18
595.636 0.87 0.11 12.20
595.767 0.91 0.09 12.30
595.877 0.93 0.02 12.42
596.027 0.94 0.03 12.48
596.147 0.96 -0.06 12.55
596.267 0.93 -0.08 12.55
596.408 0.94 -0.10 12.61
596.538 0.93 -0.15 12.63
596.728 0.92 -0.17 12.71
596.858 0.91 -0.19 12.68
596.978 0.93 -0.20 12.68
597.099 0.93 -0.23 12.75
597.239 0.94 -0.21 12.81
597.369 0.94 -0.23 12.89
597.479 0.91 -0.22 12.92
597.619 0.91 -0.21 13.07
597.75 0.92 -0.23 13.19
597.87 0.90 -0.22 13.28
598.01 0.95 -0.18 13.42
598.13 0.96 -0.24 13.58
598.32 1.02 -0.21 13.82
598.451 1.03 -0.20 13.99
598.581 1.02 -0.20 14.15
598.691 1.02 -0.17 14.18
598.841 1.02 -0.17 14.23
598.961 1.02 -0.14 14.23
599.081 1.02 -0.12 14.33
599.222 1.02 -0.05 14.34
599.352 1.02 -0.03 14.36
599.522 1.01 0.03 14.29
599.652 0.99 0.01 14.26
599.782 0.96 -0.01 14.30
599.913 0.94 0.03 14.29
600.043 0.95 0.01 14.29
600.163 0.94 -0.01 14.25
600.293 0.95 -0.02 14.28
600.423 0.94 -0.03 14.30
600.554 0.92 -0.03 14.33
600.674 0.91 -0.05 14.39
600.784 0.89 -0.07 14.34
600.934 0.88 -0.10 14.37
601.064 0.87 -0.11 14.40
601.174 0.87 -0.11 14.47
601.315 0.88 -0.14 14.53
601.445 0.87 -0.13 14.52
601.565 0.88 -0.18 14.54
601.705 0.85 -0.16 14.55
601.835 0.83 -0.17 14.62
602.026 0.83 -0.14 14.65
602.156 0.84 -0.14 14.65
602.276 0.84 -0.13 14.69
602.406 0.84 -0.13 14.73
602.536 0.83 -0.12 14.68
602.667 0.81 -0.12 14.66
602.777 0.81 -0.11 14.63
602.917 0.78 -0.10 14.62
603.047 0.76 -0.09 14.65
603.167 0.76 -0.08 14.62
603.308 0.74 -0.09 14.64
603.438 0.74 -0.09 14.59
603.548 0.73 -0.10 14.63
603.688 0.72 -0.14 14.65
603.818 0.72 -0.11 14.70
604.029 0.71 -0.13 14.79
604.149 0.70 -0.12 14.87
604.279 0.71 -0.14 14.95
604.409 0.71 -0.17 15.02
604.539 0.71 -0.17 15.04
604.649 0.71 -0.19 15.05
604.79 0.70 -0.20 15.03
604.92 0.69 -0.18 15.03
605.04 0.67 -0.19 15.02
605.18 0.66 -0.21 15.04
605.31 0.66 -0.18 15.03
605.521 0.65 -0.18 15.06
605.651 0.65 -0.15 15.11
605.781 0.65 -0.16 15.16
605.911 0.66 -0.12 15.13
606.031 0.63 -0.11 15.18
606.162 0.62 -0.07 15.11
606.292 0.62 -0.05 15.06
606.422 0.60 -0.02 14.98
606.552 0.58 -0.00 14.94
606.672 0.57 -0.01 14.86
606.803 0.53 0.00 14.79
606.933 0.53 0.02 14.73
607.063 0.52 -0.01 14.66
607.193 0.50 -0.02 14.63
607.313 0.50 -0.02 14.62
607.443 0.47 -0.06 14.58
607.574 0.45 -0.08 14.56
607.704 0.45 -0.08 14.45
607.834 0.43 -0.09 14.46
607.954 0.43 -0.16 14.42
608.074 0.42 -0.16 14.41
608.215 0.41 -0.20 14.46
608.345 0.41 -0.24 14.40
608.455 0.39 -0.25 14.54
608.605 0.39 -0.29 14.59
608.725 0.39 -0.29 14.65
608.926 0.39 -0.30 14.73
609.056 0.39 -0.28 14.78
609.176 0.40 -0.29 14.90
609.306 0.39 -0.25 14.92
609.436 0.39 -0.17 14.86
609.567 0.39 -0.14 14.87
609.697 0.39 -0.10 14.84
609.817 0.38 -0.03 14.88
609.947 0.38 -0.04 14.94
610.057 0.38 0.01 14.92
610.207 0.39 0.02 14.95
610.338 0.40 0.02 15.00
610.448 0.39 0.05 15.03
610.588 0.39 0.04 15.11
610.718 0.39 0.04 15.08
610.838 0.39 0.02 15.13
610.979 0.39 -0.01 15.22
611.099 0.39 -0.06 15.26
611.219 0.40 -0.10 15.34
611.359 0.40 -0.13 15.33
611.489 0.40 -0.13 15.35
611.65 0.40 -0.19 15.33
611.77 0.39 -0.18 15.34
611.9 0.37 -0.21 15.36
612.03 0.37 -0.20 15.35
612.16 0.38 -0.19 15.47
612.29 0.37 -0.19 15.47
612.411 0.38 -0.17 15.61
612.541 0.39 -0.17 15.67
612.671 0.38 -0.14 15.71
612.801 0.39 -0.15 15.79
612.931 0.39 -0.12 15.80
613.062 0.38 -0.12 15.86
613.182 0.39 -0.08 15.89
613.312 0.40 -0.06 15.94
613.442 0.40 -0.05 16.02
613.572 0.39 -0.05 16.09
613.692 0.33 -0.06 16.12
613.813 0.29 -0.09 16.19
613.953 0.26 -0.07 16.10
614.083 0.25 -0.08 16.14
614.243 0.23 -0.08 16.11
614.363 0.23 -0.08 16.09
614.494 0.22 -0.10 16.17
614.624 0.22 -0.07 16.08
614.754 0.21 -0.08 16.13
614.884 0.20 -0.08 16.09
615.004 0.20 -0.09 16.13
615.135 0.17 -0.11 16.00
615.265 0.17 -0.11 15.78
615.395 0.13 -0.12 15.46
615.515 0.09 -0.13 15.18
615.635 0.09 -0.13 14.65
615.775 0.08 -0.16 14.06
615.906 0.11 -0.15 13.45
616.016 0.15 -0.16 12.94
616.166 0.17 -0.15 12.53
616.286 0.23 -0.13 12.14
616.406 0.27 -0.10 12.01
616.547 0.31 -0.09 12.01
616.677 0.37 -0.08 12.15
616.837 0.40 -0.04 12.33
616.957 0.41 -0.03 12.54
617.087 0.46 0.01 12.85
617.218 0.47 0.03 13.14
617.348 0.49 0.02 13.45
617.478 0.51 0.02 13.77
617.598 0.53 0.04 14.04
617.728 0.54 0.02 14.43
617.858 0.55 0.02 14.67
617.989 0.55 0.03 15.01
618.119 0.57 0.02 15.34
618.249 0.59 0.03 15.57
618.369 0.58 -0.00 15.82
618.499 0.60 -0.02 15.96
618.61 0.60 -0.02 16.03
618.76 0.61 -0.03 15.90
618.88 0.59 -0.06 15.61
619.0 0.58 -0.07 15.31
619.14 0.56 -0.08 14.93
619.27 0.54 -0.11 14.73
619.431 0.54 -0.09 14.43
619.551 0.52 -0.11 14.33
619.681 0.51 -0.11 14.45
619.811 0.54 -0.09 14.67
619.941 0.53 -0.07 14.95
620.062 0.55 -0.07 15.30
620.192 0.56 -0.03 15.65
620.322 0.56 -0.03 16.03
620.452 0.59 -0.02 16.25
620.582 0.60 0.02 16.45
620.703 0.60 -0.00 16.75
620.823 0.62 -0.01 16.92
620.963 0.61 0.02 17.07
621.093 0.61 0.00 17.19
621.223 0.63 0.02 17.26
621.353 0.64 -0.01 17.36
621.474 0.63 -0.05 17.45
621.594 0.63 -0.04 17.43
621.734 0.63 -0.07 17.47
621.864 0.62 -0.07 17.47
621.974 0.63 -0.09 17.48
622.115 0.63 -0.10 17.54
622.245 0.63 -0.12 17.53
622.425 0.63 -0.11 17.53
622.555 0.63 -0.08 17.52
622.675 0.62 -0.10 17.50
622.806 0.63 -0.08 17.60
622.936 0.63 -0.06 17.50
623.066 0.64 -0.07 17.56
623.196 0.63 -0.04 17.52
623.326 0.64 -0.02 17.47
623.446 0.64 -0.03 17.55
623.577 0.64 -0.03 17.42
623.687 0.63 -0.03 17.54
623.827 0.64 -0.04 17.50
623.957 0.64 -0.02 17.49
624.077 0.64 -0.05 17.57
624.218 0.64 -0.01 17.46
624.348 0.65 -0.04 17.49
624.458 0.64 -0.05 17.47
624.608 0.66 -0.06 17.48
624.728 0.64 -0.08 17.47
624.848 0.65 -0.07 17.43
624.989 0.63 -0.07 17.45
625.119 0.65 -0.07 17.43
625.329 0.65 -0.09 17.43
625.449 0.65 -0.08 17.44
625.58 0.66 -0.08 17.45
625.71 0.66 -0.04 17.45
625.84 0.65 -0.08 17.44
625.95 0.65 -0.06 17.52
626.09 0.68 -0.05 17.39
626.22 0.67 -0.03 17.39
626.331 0.67 -0.04 17.39
626.481 0.69 -0.03 17.36
626.611 0.67 -0.05 17.39
626.821 0.68 -0.04 17.43
627.022 0.68 -0.05 17.45
627.152 0.71 -0.06 17.38
627.282 0.71 -0.05 17.35
627.412 0.70 -0.09 17.36
627.532 0.72 -0.08 17.33
627.663 0.71 -0.08 17.28
627.793 0.72 -0.08 17.33
627.923 0.73 -0.08 17.33
628.043 0.73 -0.05 17.32
628.173 0.73 -0.07 17.35
628.303 0.75 -0.07 17.29
628.434 0.73 -0.03 17.32
628.544 0.76 -0.04 17.29
628.684 0.76 -0.02 17.28
628.814 0.76 -0.04 17.36
628.924 0.77 -0.02 17.25
629.075 0.76 -0.05 17.41
629.195 0.77 -0.07 17.28
629.425 0.76 -0.13 17.29
629.535 0.79 -0.10 17.31
629.675 0.78 -0.11 17.26
629.806 0.80 -0.15 17.25
629.926 0.79 -0.11 17.24
630.066 0.79 -0.12 17.10
630.196 0.80 -0.07 17.06
630.306 0.80 -0.05 16.97
630.447 0.82 -0.05 16.97
630.577 0.82 -0.03 17.12
630.737 0.83 0.00 17.10
630.867 0.83 0.03 17.11
630.997 0.84 0.06 17.11
631.128 0.86 0.09 17.09
631.248 0.85 0.09 17.14
631.378 0.87 0.12 17.08
631.508 0.88 0.06 17.08
631.638 0.87 0.04 17.01
631.758 0.88 0.01 17.00
631.889 0.87 -0.02 16.97
632.019 0.87 -0.06 17.07
632.129 0.88 -0.09 17.05
632.269 0.87 -0.09 17.05
632.399 0.88 -0.11 17.11
632.52 0.91 -0.10 17.03
632.66 0.91 -0.10 17.09
632.78 0.91 -0.14 17.11
632.95 0.91 -0.14 17.12
633.07 0.91 -0.12 17.14
633.201 0.94 -0.10 17.17
633.331 0.95 -0.11 17.24
633.461 0.95 -0.04 17.29
633.581 0.98 -0.04 17.29
633.711 0.98 -0.01 17.28
633.841 0.99 -0.00 17.30
633.972 1.00 0.02 17.29
634.102 0.98 0.00 17.34
634.222 1.01 0.03 17.30
634.352 1.01 0.05 17.32
634.482 1.00 0.04 17.33
634.613 1.04 0.08 17.39
634.723 1.03 0.07 17.40
634.863 1.03 0.04 17.40
634.993 1.04 0.01 17.35
635.153 1.04 0.04 17.29
635.284 1.05 -0.03 17.24
635.414 1.04 -0.04 17.17
635.534 1.04 -0.07 17.15
635.664 1.04 -0.07 17.11
635.794 1.05 -0.11 17.15
635.924 1.06 -0.12 17.17
636.045 1.07 -0.09 17.25
636.175 1.08 -0.14 17.40
636.305 1.09 -0.08 17.37
636.435 1.11 -0.04 17.42
636.565 1.11 -0.06 17.43
636.686 1.13 -0.07 17.43
636.816 1.14 -0.09 17.42
636.946 1.14 -0.12 17.46
637.076 1.15 -0.11 17.49
637.206 1.17 -0.13 17.59
637.316 1.16 -0.13 17.54
637.457 1.17 -0.13 17.40
637.587 1.18 -0.13 17.24
637.747 1.19 -0.10 17.21
637.867 1.19 -0.11 17.29
637.997 1.18 -0.09 17.20
638.128 1.20 -0.06 17.16
638.258 1.21 0.00 17.05
638.388 1.24 0.03 17.15
638.508 1.25 0.03 17.20
638.638 1.25 0.08 17.35
638.769 1.28 0.05 17.44
638.899 1.31 0.03 17.42
639.029 1.31 0.04 17.45
639.149 1.31 0.01 17.49
639.279 1.31 -0.01 17.47
639.409 1.32 -0.01 17.32
639.53 1.34 -0.02 17.29
639.67 1.35 -0.06 17.32
639.79 1.35 -0.07 17.40
639.91 1.37 -0.07 17.47
640.05 1.38 -0.12 17.54
640.181 1.39 -0.12 17.46
640.341 1.41 -0.16 17.47
640.471 1.42 -0.17 17.50
640.591 1.44 -0.18 17.54
640.721 1.46 -0.16 17.54
640.852 1.48 -0.24 17.66
640.982 1.49 -0.21 17.75
641.112 1.51 -0.20 17.84
641.232 1.54 -0.19 17.89
641.362 1.54 -0.15 17.82
641.492 1.56 -0.11 17.78
641.623 1.58 -0.12 17.77
641.733 1.57 -0.13 17.74
641.873 1.59 -0.17 17.80
642.003 1.59 -0.12 17.75
642.113 1.60 -0.10 17.56
642.264 1.62 -0.14 17.51
642.384 1.57 -0.16 17.31
642.544 1.61 -0.15 17.22
642.674 1.60 -0.11 17.17
642.804 1.60 -0.08 16.95
642.935 1.63 -0.04 16.92
643.055 1.63 -0.04 16.89
643.185 1.65 -0.04 16.97
643.315 1.72 -0.03 17.20
643.445 1.75 0.01 17.42
643.575 1.80 -0.00 17.62
643.696 1.85 -0.04 17.85
643.826 1.86 -0.10 17.93
643.956 1.90 -0.07 18.01
644.086 1.93 -0.19 18.11
644.206 1.93 -0.12 18.11
644.327 1.95 -0.10 18.10
644.467 1.97 -0.07 17.98
644.597 1.97 -0.05 17.95
644.707 1.99 -0.03 17.77
644.857 1.97 -0.04 17.62
644.977 1.95 -0.08 17.42
645.098 2.00 -0.03 17.25
645.238 1.95 -0.05 17.14
645.368 1.95 -0.07 17.00
645.528 1.94 -0.04 17.00
645.648 1.88 -0.01 16.77
645.779 1.83 -0.05 15.81
645.909 1.69 0.00 14.92
646.039 1.51 0.04 13.92
646.169 1.37 0.03 13.02
646.289 1.21 0.06 11.58
646.42 1.06 0.09 10.31
646.55 0.90 0.09 9.08
646.68 0.77 0.07 8.08
646.81 0.63 0.06 7.00
646.92 0.56 0.06 5.92
647.06 0.50 0.02 5.07
647.191 0.44 -0.01 4.43
647.301 0.38 -0.03 4.06
